Year,stock_vehicles,inflow_vehicles,outflow_vehicles,stock_change_vehicles,stock_machinery,inflow_machinery,outflow_machinery,stock_change_machinery,stock_BC,inflow_BC,outflow_BC,stock_change_BC,stock_appliances,inflow_appliances,outflow_appliances,stock_change_appliances,total_inflow,total_outflow,total_stock_change,steel_needed_vehicles,steel_needed_machinery,steel_needed_BC,steel_needed_appliances,total_steel_needed
2006,2867955078.5081644,172237261.30944014,112636094.17585681,59601167.13358307,5195530768.207127,291642369.9522493,91237736.59062071,200404633.36162758,14494878991.906548,412080414.3182968,72537929.344353,339542484.9739437,1561183938.7015648,125191598.9157194,79671708.18689969,45519890.72881961,1001151644.4957056,356083468.2977302,645068176.197974,195015015.0695654,330211016.7031808,466576556.0669121,141747734.2795736,1133550322.119232
2007,2928365121.9699106,175591347.2085178,115181303.74677148,60410043.461746216,5401870960.640507,301656950.11587745,95316757.682498,206340192.43338013,14839694699.392427,419453492.5130646,74637785.02718395,344815707.4858799,1607648848.411704,128666690.47553846,82201780.76539926,46464909.710139275,1025368480.3129983,367337627.2218527,658030853.0911455,198812666.6763109,341549988.80873805,474924697.1388866,145682394.1072673,1160969746.7312028
2008,2989575825.6223187,178978720.70551124,117768017.05310315,61210703.65240812,5614154640.772913,311838251.3504863,99554571.21807937,212283680.13240623,15189729015.785496,426825891.0695602,76791574.67649361,350034316.3930683,1655053246.3823295,132197483.26498595,84793085.29436044,47404397.9706254,1049840346.3905436,378907248.24203664,670933098.1485081,202648008.04518935,353077730.2428513,483272068.69288975,149680121.4503917,1188677928.431322
2009,3051578101.5405245,182398464.58344325,120396188.66523771,62002275.91820574,5832375471.075181,322176078.8473203,103955248.54505357,218220830.30226803,15544920305.742872,434191579.36060226,79000289.40322378,355191289.9573765,1703389965.4130995,135782609.39400527,87445890.3632355,48336719.03077006,1074548732.1853712,390797616.9767505,683751115.2086203,206520000.66060153,364782697.97024494,491611842.5731457,153739367.5203864,1216653908.7243786
2010,3114361980.294508,185849616.32318014,123065737.56919652,62783878.7539835,6056512053.416728,332659357.69982076,108522775.35827336,224136582.341547,15905199813.721403,441544424.7534468,81264916.77491736,360279507.9785309,1752650154.5984325,139420573.47436926,90160384.28903612,49260189.18533301,1099473972.250817,403013813.99142337,696460158.2593944,210427554.71374562,376652352.46809417,499937075.12844974,157858439.16934925,1244875421.4796388
2011,3177916602.9171734,189331168.74990734,125776546.12724182,63554622.622665405,6286527178.544925,343276156.2132935,113261031.08509615,230015125.12819672,16270491582.185032,448878207.8815036,83586439.41787682,365291768.46362877,1802823236.6762924,143109752.8793216,92936670.80146141,50173082.07785988,1124595285.724026,415560687.4316762,709034598.2923508,214369529.83458713,388673184.11831236,508240724.50351405,162035499.1840145,1273318937.640428
2012,3242230214.6447296,192842070.806337,128528459.07878068,64313611.72755623,6522367129.804633,354013718.2546041,118173766.9948969,235839951.2597084,16640712387.494112,456186638.8599249,85965833.5508409,370220805.3090801,1853896870.4464777,146848398.58185434,95774764.81166936,51073633.77018523,1149890826.5027204,428442824.43618786,721448002.06653,218344735.96731997,400830749.835376,516515668.9990092,166268567.23488942,1301959722.0365946
2013,3307290160.51177,196381228.4534236,131321282.58638386,65059945.86704016,6763961051.650981,364858504.90962,123264583.06327195,241593921.8463478,17015771694.441267,463463374.39662504,88404067.44947232,375059306.947155,1905856918.7450814,150634636.59193975,98674588.29333574,51960048.29860377,1175337744.3516083,441664521.39246386,733673222.9591467,222351934.39019883,413109720.23281246,524754726.44545406,170555521.50355497,1330771902.5720205
2014,3373082882.8787746,199947505.6987605,134154783.33175534,65792722.36700487,7011220393.599554,375796245.58574754,128536903.63717313,247259341.9485731,17395571630.3414,470702035.74128455,90902099.84114894,379799935.90013313,1958687422.4480472,154466470.008918,101635966.30595258,52830503.70296574,1200912257.0347106,455229753.11603,745682503.9186769,226389838.87993717,425493937.4838627,532950674.525911,174894101.00647417,1359728551.8961852
2015,3439593920.964458,203539725.75215214,137028687.66646898,66511038.085683346,7264038440.185923,386811998.550775,133993951.96440808,252818046.58636856,17780006979.517498,477896227.4058461,93460878.22975282,384435349.17609787,2012370580.9573686,158341781.700775,104658623.19145334,53683158.50932145,1226589733.4095483,469142141.05208325,757447592.3574712,230457117.02009982,437966483.8663666,541096271.972199,179281908.62859488,1388801781.4872603
2016,3506807912.44945,207156672.3072768,139942680.82228458,67213991.48499203,7522289937.254947,397890220.73857147,139638723.66954553,258251497.0690241,18168965198.94847,485039556.58136326,96081337.15038767,388958219.43097305,2066886739.5982745,162258337.6170855,107742178.97617963,54516158.64090586,1252344787.244297,483404920.61839736,768939866.625895,234552391.65226087,450509760.800013,549184280.5495508,183716414.87441745,1417962847.8762422
2017,3574708597.211245,210797090.94761148,142896406.1858166,67900684.76179504,7785830824.457221,409014846.4804383,145473959.27816403,263540887.20227432,18562326455.761307,492125653.16703504,98764396.35419814,393361256.8128357,2122214384.32462,166213790.73724228,110886146.01089664,55327644.72634554,1278151381.3323271,498020907.8290754,780130473.5032506,238674242.4678572,463105577.9896267,557207487.7344147,188194962.33836308,1447182270.5302618
2018,3643278823.24319,214459690.6742358,145889464.64229098,68570226.03194475,8054498083.1858015,420169374.6410463,151502115.912466,268667258.7285805,18959963687.15697,499148190.3193805,101510958.923717,397637231.3956642,2178330144.092682,170205685.65005463,114089925.88199292,56115759.76806188,1303982941.2847173,512992465.36046696,790990475.9242513,242821207.73803872,475735252.084518,565158729.9811827,192714770.89000753,1476429960.693747
2019,3712500554.8025675,218143145.55244437,148921413.99306646,69221731.55937767,8328109708.3360815,431336963.4536607,157725338.30338135,273611625.15028,19361742683.258568,506100905.42105734,104321909.319464,401778996.10159683,2235208801.2206616,174231463.75511572,117352806.62713592,56878657.127979755,1329812478.1822782,528321468.2430478,801491009.9392343,246991786.17803937,488379714.0553224,573030916.4640595,197272943.56331038,1505675360.2607315
2020,3782354882.8245397,221846096.4734799,151991768.45150828,69854328.02197218,8606464811.214888,442500532.1659509,164145429.28714514,278355102.8788061,19767522193.261417,512977621.36163706,107198111.35878402,405779510.0028496,2292823310.0027056,178288469.0705119,120673960.28846811,57614508.782043934,1355612719.0715797,544009269.3859055,811603449.6856718,251184438.941893,501019624.2821002,580817053.1721435,201866473.1323731,1534887589.5285099
2021,3852822037.629913,225567153.02708945,155099998.221716,70467154.80537319,8889343859.666718,453642868.42957073,170763819.97774094,282879048.4518299,20177154055.149055,519772268.0158987,110140406.12826104,409631861.8876381,2351144823.7923136,182373954.62551022,124052440.83590202,58321513.789608,1381356244.0980692,560056665.16362,821299578.9344492,255397591.74262846,513635494.14580023,588510267.2281462,206492249.34953603,1564035602.4661107
2022,3923881403.945464,229304895.48001212,158245529.1644613,71059366.31555128,9176509060.035915,464746740.19940865,177581539.83020964,287165200.36919785,20590483349.11662,526478903.7988917,113149609.83132547,413329293.9675636,2410142730.7111616,186485089.41102976,127487182.49218203,58997906.91884804,1407015628.8893423,576463861.3181785,830551767.5711608,259629637.09240502,526207812.7257797,596103831.2940351,211147066.81502464,1593088347.9272444
2023,3995511538.2458286,233057876.85491,161427742.55454475,71630134.3003645,9467704883.960396,475795010.757739,184599186.83325997,291195823.92448044,21007348574.7155,533091737.1719361,116226511.57305922,416865225.59888077,2469784698.0759716,190618965.85490876,130976998.49009869,59641967.36480999,1432563590.6394937,593230439.4509627,839333151.1885357,263878936.65637454,538717177.0354835,603591187.9211233,215827633.44079345,1622014935.0537748
2024,4067690188.415959,236824625.10371512,164645974.93358493,72178650.17013025,9762658741.217337,486770755.3494536,191816898.09251112,294953857.25694084,21427581851.60048,539605147.9695027,119371871.08451962,420233276.88497925,2530036725.5687804,194772607.7833915,134520580.29058278,60252027.49280882,1457973136.2060628,610355324.4011984,847617811.8048592,268143823.71344557,551144424.0822618,610965973.6973536,220530579.46489075,1650784800.9579518
2025,4140394315.7227273,240603645.3687939,167899518.06202567,72704127.30676842,10061081797.942675,497657377.8128966,199234321.0875584,298423056.725338,21851009143.62453,546013708.4133415,122586416.38929422,423427292.02405167,2590863207.105484,198942978.8250297,138116497.2883258,60826481.53670359,1483217710.4200616,627836752.827204,855380957.5928617,272422605.7164786,563470762.9222108,618222043.0404682,225252466.9667456,1679367878.6459033
2026,4213600119.073721,244393422.32488006,171187618.97388658,73205803.35099363,10362669937.557251,508438725.5209669,206850585.90639475,301588139.61457634,22277450505.887695,552312203.6785492,125870841.41537885,426441362.2631645,2652227001.2846026,203126991.20822242,141763197.02910402,61363794.17911863,1508271342.7326183,645672243.3247643,862599099.4078531,276713566.9439312,575677904.8018194,625353491.4838645,229989799.8281504,1707734763.0577655
2027,4287283061.530416,248192422.5941719,174509480.13747662,73682942.45669508,10667104859.69145,519099200.9132154,214664278.7790144,304434922.13419914,22706720354.206516,558495651.8746717,129225803.55585429,429269848.31882095,2714089510.2237067,207321514.8992095,145459005.96010536,61862508.93910408,1533108790.2812686,663858568.4324508,869250221.8488193,281014971.23434323,587748189.4397819,632354678.3001264,234739034.0797209,1735856873.0539727
2028,4361417899.032067,251999097.22660783,177864259.7249566,74134837.50165129,10974055310.348684,529623867.9049541,222673417.2477188,306950450.6572342,23138627756.330315,564559323.3060524,132651921.18225378,431907402.1237984,2776410766.515772,211523387.02336118,149202130.73129603,62321256.29206514,1557705675.4609756,682391728.8862252,875313946.574749,285325064.7946194,599664705.5083266,639220248.3084834,239496588.5681173,1763706607.1795468
2029,4435978711.275709,255811884.2368955,181251071.99325383,74560812.24364185,11283178434.530527,539998551.5059813,230875427.3241394,309123124.1818428,23572976744.091408,570498758.8760093,136149771.11491767,434348987.76109314,2839149527.9629016,215729421.5093616,152990660.06223175,62738761.44712973,1582038616.1282475,701266930.4945426,880771685.6337075,289642079.07257193,611411403.4261564,645945152.7128729,244258855.87563586,1791257491.0872371
2030,4510938934.686808,259629211.18952763,184668987.77842894,74960223.41109848,11594121240.60824,550209929.0694386,239267122.99172452,310942806.077713,24009566645.540123,576309787.5037825,139719886.05506787,436589901.4487152,2902263379.6713247,219936418.89315724,156822567.18473426,63113851.70842314,1606085346.655906,720478564.0099555,885606782.6459498,293964233.68379486,622973198.6746361,652524668.8222176,249022213.42069435,1818484314.601343
2031,4586271397.404327,263449497.822661,188117035.1051416,75332462.71751976,11906522163.912529,560245611.7211156,247844688.4168263,312400923.30428886,24448192435.9822,581988542.42582,143362751.98373595,438625790.44207764,2965708843.0203795,224141176.21662444,160695712.86756957,63445463.34905481,1629824828.1862211,740020188.3732734,889804639.8129411,298289739.3825419,634336063.9958284,658954418.5074955,253783034.6655621,1845363256.5514278
2032,4661948356.193466,267271158.70153758,191594199.91239828,75676958.7891388,12220012715.36964,570094214.6881049,256603663.23099425,313490551.45711136,24888645106.708805,587531476.259752,147078805.53315085,440452670.72660446,3029441490.9504256,228340496.95474055,164607849.02469417,63732647.93004608,1653237346.604135,759884517.7012377,893352828.9029007,302616801.0660525,645487109.0218579,665230385.2578714,258537700.35636386,1871871995.7021456
2033,4737941535.189054,271092605.8918432,195099426.89625537,75993178.99558735,12534219199.578178,579745415.4497169,265538931.2411772,314206484.20853806,25330712050.08768,592935374.7154628,150868431.3365894,442066943.37887573,3093416068.951184,232531200.9046072,168556622.90384907,63974578.00075817,1676304596.9616303,780063412.377871,896241184.5837593,306943620.8014529,656414646.1160744,671348929.7050077,263282609.71989042,1897989806.3424253
2034,4814222166.362739,274912251.6433197,198631620.46963507,76280631.17368507,12848764485.534143,589189998.8686475,274644712.91268396,314545285.95596504,25774177459.570423,598197368.8458982,154731959.36315638,443465409.4827423,3157586621.07388,236710133.97001362,172539581.84731734,64170552.1226964,1699009753.327879,800547874.5927927,898461878.7350888,311268400.864266,667108241.4726534,677306803.493997,268014191.542135,1923697637.3730514
2035,4890761031.597678,278728511.0738126,202189645.83887357,76538865.23493958,13163269812.302042,598419888.7196261,283914561.95172673,314505326.76789856,26218822743.065735,603314945.7396995,158669662.24438184,444645283.49531174,3221906620.238723,240874177.7764227,176554178.61158004,64319999.164842606,1721337523.309561,821328048.6465622,900009474.6629925,315589346.7774146,677558750.8147941,683101161.3900583,272728915.05482644,1948978174.0370934
2036,4967528506.245529,282539804.8439066,205772330.1960554,76767474.64785099,13477356611.3218,607428165.3094649,293341366.2897085,314086799.0197582,26664426948.033485,608285957.5677105,162681752.59996364,445604204.96775055,3286329102.064378,245020259.05314046,180597777.22748512,64422481.82565498,1743274186.7742226,842393226.3132126,900880960.4610147,319904670.33956814,687758339.3449558,688729571.5214114,277423300.5583565,1973815881.764292
2037,5044494604.032277,286344561.81238914,209378464.02564126,76966097.78674793,13790648326.750277,616209069.1685585,302917353.7400816,313291715.42847633,27110767196.570343,613108628.9072562,166768380.37039998,446340248.5368576,3350806801.4089947,249145358.7220362,184667659.3774202,64477699.34461689,1764807618.61024,863731857.513543,901075761.0966988,324212592.63178116,697700485.9245454,694190023.6721652,282093929.71245044,1998197031.9409423
2038,5121629023.171813,290141221.66284823,213006802.52331236,77134419.1395359,14102772215.27074,624757991.0809232,312634102.5604571,312123888.52046394,27557619128.68544,617781562.2797705,170929630.16467458,446851932.11509705,3415292290.783603,253246520.63557583,188761031.2609671,64485489.37460852,1785927295.6591177,885331566.5094112,900595729.1497054,328511346.99144953,707379971.7854656,699480935.5522764,286737455.4297734,2022109709.7589648
2039,5198901193.539304,293928237.4918925,216656067.1244008,77272170.36749077,14413361107.162186,633071448.999246,322482557.10780084,310588891.89144516,28004757351.905,622303741.8511449,175165518.63158485,447138223.2195587,3479738119.7786813,257320859.91072106,192875030.91564274,64445828.99507809,1806624288.2530043,907179173.7794292,899445114.4735727,332799181.9428131,716792854.3922622,704601156.9872565,291350611.3119577,2045543804.6342897
2040,5276280324.750296,297704078.3496862,220324947.13869536,77379131.21099186,14722055111.093842,641147052.6549612,332453048.72330713,308694003.9316559,28451955895.29845,626674535.2570813,179475991.86363512,447198543.3934517,3544096954.6339264,261365570.80994457,197006735.9546995,64358834.85524511,1826891237.0716734,929260723.6803372,897630513.3913445,337074364.0734672,725936427.3720123,709549971.9849199,295930220.5728539,2068490984.0032535
2041,5353735454.9863,301467231.7238756,224012101.4878705,77455130.23600483,15028503246.080484,648983456.9128708,342535321.9262269,306448134.98664284,28898988665.986286,630893693.5307152,183860922.84287524,447032770.6878357,3608321717.079664,265377934.1253601,201153171.67962176,64224762.44573784,1846722316.2928216,951561517.9365945,895160798.3562212,341335180.8467794,734809167.7002614,714327098.6534367,300473204.3991849,2090944651.5996623
2042,5431235500.403268,305216205.9581937,227716160.5412253,77500045.41696739,15332364985.275925,656580305.128677,352718565.93323714,303861739.1954403,29345629906.171463,634961349.1235069,188320108.93832925,446641240.18517685,3672365721.586171,269355324.0275019,205311319.5209953,64044004.50650692,1866113184.2378795,974066154.933787,892047029.3040915,345579943.34034616,743410671.5677955,718932686.9604924,304976589.70505196,2112899891.573686
2043,5508749304.955936,308949532.5975735,231435728.04490584,77513804.55266857,15633311697.763233,663938163.9398649,362991451.4525556,300946712.4873085,29791654648.732517,638878012.0261161,192853269.465061,446024742.5610542,3736182810.1741576,273295214.3458757,209478125.75788918,63817088.58798647,1885060922.9094303,996758574.7204117,888302348.1890178,349806988.90123814,751741580.5478543,723367314.3411641,309437516.2430658,2134353400.0333223
2044,5586245690.468656,312665768.6519728,235169383.1392542,77496385.51271915,15931027976.18322,671058451.0509237,373342172.6309388,297716278.4199867,30236839169.426872,642644564.0095301,197460043.3151703,445184520.694355,3799727483.965586,277195184.25428075,213650510.46285215,63544673.791428566,1903563967.9667075,1019622109.5482155,883941858.4184895,354014683.7092083,759803499.831209,727631979.1774571,313853243.0415316,2155303405.759406
2045,5663693506.781813,316363498.7716177,238915682.45846024,77447816.31315708,16225212839.885717,677943357.6605073,383758493.9580077,294184863.7024975,30680961433.77804,646262251.0224901,202139986.67133075,444122264.3511696,3862955030.6884375,281052923.3399761,217825376.61712533,63227546.72285128,1921622030.7945912,1042639539.7049239,878982491.0896754,358201425.2396034,767598910.3945962,731728092.1903194,318221154.1439946,2175749581.968514
2046,5741061681.802553,320041337.3269565,242673162.3062154,77368175.02074051,16515580805.246847,684595767.2184265,394227801.85729957,290367965.36112976,31123801536.759148,649732673.7947937,206892570.81368035,442840102.9811058,3925821647.391392,284866236.041707,221999619.3387514,62866616.70295477,1939236014.3818836,1065793154.3159467,873442860.0659308,362365644.61838377,775131077.0136169,735657465.8002646,322538763.6341791,2195692951.0664444
2047,5818319271.289051,323697930.38713944,246440340.90064204,77257589.48649788,16801862816.82396,691019172.1955588,404737160.618445,286282011.5771122,31565142133.437767,653057776.709729,211717180.03111064,441340596.6786194,3988284557.6740713,288633045.44765115,226170135.16497242,62462910.28267908,1956407924.7400782,1089064816.7151701,867343108.0249085,366505808.86225027,782403954.0257685,739422301.5282258,326803719.93619925,2215135784.3524437
2048,5895435508.199133,327331957.59145695,250215720.68137443,77116236.91008186,17083807035.072752,697217590.500121,415273372.2513294,281944218.24879265,32004768858.812943,656239835.0233068,216613109.64813712,439626725.3751755,4050302122.794629,292351396.4501921,230333831.3296341,62017565.120557785,1973140779.5650768,1112436033.910475,860704745.6546078,370620422.99757355,789422090.6930718,743025175.5245775,331013809.38654,2234081498.601763
2049,5972379851.436633,330942133.9088043,253997790.67130405,76944343.23750019,17361179478.38464,703195483.0845928,425823039.77270204,277372443.31188774,32442470735.15267,659281440.5184112,221579564.17867798,437701876.3397293,4111833946.078272,296019458.25996554,234487634.9763229,61531823.28364277,1989438515.7717738,1135888029.599007,853550486.17276,374708032.0525411,796190537.9128089,746469022.3260996,335166959.08057696,2252534551.3720264
2050,6049122033.832325,334527211.28086984,257785028.8851791,76742182.39569187,17633764519.17516,708957674.1603408,436372633.36982393,272585040.7905197,32878040565.22996,662185485.6954072,226615655.61811647,435569830.0772896,4172840970.116745,299635526.2870728,238628502.2486002,61007024.03847313,2005305897.4236903,1159401820.1217196,845904077.3019743,378767222.91765153,802714757.8808206,749757116.9558505,339261239.0025734,2270500336.756896
2051,6125632109.20073,338085980.1453728,261575904.77696618,76510075.36840534,17901365235.629593,714509275.2806562,446908558.8262194,267600716.45443344,33311275309.955025,664955146.610141,231720401.88507533,433234744.7250633,4233285566.3190436,303198023.4022923,242753427.1999938,60444596.20229864,2020748425.4384623,1182958292.6882546,837790132.7502007,382796626.07039493,809000538.134801,752893055.4915546,343294863.4536824,2287985083.150433
2052,6201880498.319449,341617270.8363697,265368881.71765104,76248389.1187191,18163803622.45714,719855614.3702713,457417227.5427269,262438386.82754898,33741976449.010605,667593864.4798442,236892725.4242685,430701139.05558014,4293131616.4464116,306705500.595693,246859450.46832505,59846050.12736797,2035772250.2821784,1206538285.1529715,829233965.1292162,386794917.16074467,815053911.1982238,755880734.2389541,347266191.79765964,2304995754.395582
2053,6277838033.683804,345119954.8593162,269162419.4949616,75957535.36435413,18420920665.593178,725002170.580417,467885127.44437844,257117043.13603592,34169950323.214836,670105326.1859949,242131451.98176172,427973874.20423126,4352344585.839286,310156637.0543296,250943667.66145504,59212969.39287424,2050384088.6800578,1230122666.5825567,820261422.0974956,390760818.4548417,820881080.8202186,758724327.6562442,351173728.5488333,2321539955.480138
2054,6353476002.896559,348592946.03911585,272954976.82636124,75637969.2127552,18672576287.19918,729954515.6374582,478298894.03145593,251655621.6060028,34595008457.46052,672493443.809463,247435309.56378105,425058134.24568176,4410891588.118957,313550239.6842745,255003237.40460372,58547002.279670715,2064591145.1703115,1253692417.826202,810898727.3441105,394693100.1348685,826488355.5677743,761428265.1828159,355016122.8309267,2337625843.716386
2055,6428766190.560217,352035201.54022783,276745013.8765688,75290187.66365814,18918649168.526264,734718262.13951,488645380.81242955,246072881.3270836,35016967863.210175,674762333.33971,252802927.5900551,421959405.7496567,4468741441.221574,316885242.1055648,259035389.002948,57849853.102617264,2078401039.1250126,1277228711.2820015,801172327.8430157,398590581.45406234,831882090.2847713,763997207.1328238,358792167.23909056,2353262046.110748
2056,6503680918.54766,355445722.7582673,280530994.77082545,74914727.98744297,19159036459.2217,739299019.043748,498911728.34830993,240387290.69543457,35435651319.66063,676916292.7028443,258232836.25238386,418683456.4504547,4525864714.695648,320160703.15130454,263037429.67723,57123273.47407436,2091821737.656164,1300712989.0487492,791108748.6074066,402452131.74622655,837068635.6926495,766436019.8175321,362500796.14051694,2368457583.396925
2057,6578193084.535989,358823556.08347833,284311390.09514904,74512165.98832893,19393653382.464508,743702354.3856566,509085431.1428473,234616923.2428093,35850887632.82922,678959779.2574247,263723466.08883315,415236313.16859436,4582233768.26561,323375804.9044468,267006751.33448467,56369053.56996155,2104861494.6310065,1324127038.661314,780734455.9696941,406276671.2901702,842054296.1794119,768749750.0650189,366141083.4515928,2383221800.9861937
2058,6652276198.697775,362167793.53666544,288084679.37487954,74083114.16178608,19622432745.917385,747933765.0841744,519154401.631303,228779363.45287704,36262511871.953064,680897386.9073708,269273147.7835282,411624239.12384033,4637822781.732342,326529850.30744565,270940836.8407138,55589013.466732025,2117528795.8356562,1347453065.6304245,770075730.2052355,410063172.02973896,846845295.6116105,770943599.3063529,369712239.93143755,2397564306.87914
2059,6725904418.453917,365477573.27908134,291849353.5229397,73628219.75614166,19845324368.884,751998653.5188632,529107030.552243,222891622.96661377,36670365582.73319,682733822.9817291,274880112.2016044,407853710.7801285,4692607776.346394,329622260.38132477,274837265.7672724,54784994.61405182,2129832310.1609983,1370673762.0440595,759158548.1169357,413810658.1511338,851447750.8139303,773022897.3977911,373213610.0332029,2411494916.396058
2060,6799052581.202592,368752079.99809337,295603917.24941903,73148162.74867535,20062294436.273235,755902310.4208901,538932243.0316547,216970067.38923645,37074296977.09519,684473885.0303323,280542490.66832906,403931394.3619995,4746566627.849952,332652571.0914069,278693719.58784926,53958851.50355816,2141780846.5407226,1393772370.537252,748008476.0034695,417518206.51958036,855867652.1975658,774993076.3477495,376644668.3553067,2425023603.4202023
2061,6871696234.94931,371990545.1710172,299346891.4242984,72643653.7467184,20273324790.008404,759649903.5011675,548619549.7660009,211030353.73516846,37474161099.27508,686122437.6806896,286258315.500811,399864122.17988586,4799679071.4392395,335620429.8974215,282507986.3081334,53112443.58928776,2153383316.2502956,1416732742.9992435,736650573.2510605,421184946.9780539,860110850.8844742,776859644.1130996,380005015.73530513,2438160457.7109327
2062,6943811666.773876,375192247.20997554,303076815.38540906,72115431.82456589,20478412168.39597,763246471.1472479,558159092.7596788,205087378.3875656,37869819968.17421,687684389.6992211,292025520.80009055,395658868.8991318,4851926698.949356,338525592.0255998,286277964.51548433,52247627.51011658,2164648700.0820446,1439539393.4606628,725109306.6213799,424810062.5112948,864183051.5707065,778628158.6268356,383294375.02898526,2450915647.737822
2063,7015375929.080948,378356511.4911186,306792249.18404615,71564262.30707169,20677567403.702732,766696920.4582444,567541685.1514817,199155235.3067627,38261142696.05717,689164671.3936177,297841943.51065165,391322727.88295746,4903292948.608299,341367916.50004184,290001666.8410984,51366249.658943176,2175586019.843023,1462177544.6872778,713408475.155735,428392789.27889335,868089810.3014543,780304202.2119766,386512586.6168952,2463299388.4092193
2064,7086366863.591795,381482710.271849,310491775.76100206,70990934.51084709,20870814587.801643,770006028.8514118,576758844.7525038,193247184.0989113,38648005583.79211,690568212.4885408,303705324.75360435,386862887.7349396,4953763087.745891,344147361.9698193,293677222.83222693,50470139.13759136,2186204313.581621,1484633168.099337,701571145.4822893,431932416.5215681,871836536.290095,781893356.5314094,389659603.6795961,2475321913.0226684
2065,7156763123.045744,384570262.50014585,314174003.0461975,70396259.45394897,21058190215.2543,773178448.4653496,585802821.0126892,187375627.4526558,39030292192.95221,691899920.5990834,309613311.43897957,382286609.16010284,5003324188.876394,346863982.36738294,297302881.23687977,49561101.130503654,2196512613.9319615,1506893016.7347462,689619597.1972113,435428286.34527385,875428496.9037019,783401178.2145419,392735487.28191006,2486993448.7454276
2066,7226544190.590578,387618633.52035457,317837565.97552055,69781067.54483414,21239742312.6221,776218712.6008378,594666615.2330396,181552097.36780167,39407893395.20968,693164660.4190525,315563458.1615843,377601202.2574692,5051965099.600731,349517922.43243176,300877011.7080947,48640910.724336624,2206519928.9726768,1528944651.0782394,677575277.8944416,438879793.3880826,878870824.9556588,784833175.2933112,395740401.3048367,2498324194.9418893
2067,7295690396.851722,390627334.6800904,321481128.418947,69146206.26114368,21415529562.15709,779131243.4779992,603343993.9430093,175787249.5349884,39780707399.55897,694367233.7332592,321553229.3839741,372814004.34928894,5099676406.795507,352109413.1339881,304398105.93921244,47711307.194776535,2216235225.0253367,1550776457.6851425,665458767.3401976,442286384.3751024,882168527.4886767,786194784.5711721,398674607.2622148,2509324303.697166
2068,7364182934.680417,393595922.84322506,325103385.014529,68492537.8286953,21585620427.33609,781920360.6449169,611829495.465915,170090865.17900085,40148639758.00281,695512360.352844,327580001.90899783,367932358.44384,5146450395.571607,354638767.0217392,307864778.2456397,46773988.776099205,2225667410.8627253,1572377660.6350813,653289750.2276354,445647557.5670574,885326495.2954222,787491350.0371875,401538459.0372953,2520003861.9369626
2069,7432003871.591027,396523999.81394786,328703062.90333766,67820936.9106102,21750092286.984238,784590289.4448944,620118429.7967535,164471859.64814758,40511603350.4238,696604660.0642953,333641067.6433135,362963592.42099,5192281003.495194,357106373.53583336,311275765.6122461,45830607.9235878,2234825322.8589706,1593738325.9556508,641086996.9033356,448962862.10818374,888349512.5055417,788728102.4278706,404332397.5722751,2530372874.613871
2070,7499136159.9073515,399411211.67732835,332278923.36100435,67132288.31632423,21909030584.00256,787145169.0329801,628206872.0146562,158938297.018322,40869518349.44392,697648635.6722608,339733636.6521383,357914999.0201187,5237163770.568795,359512694.3024425,314629927.2288412,44882767.07360077,2243717710.685012,1614849359.25664,628868351.4283657,452231897.27958375,891242265.6623416,789910140.0274692,407056945.5417148,2540441248.5111094
2071,7565563644.646925,402257248.0616215,335829763.322048,66427484.73957348,22062527993.98161,789589059.5231864,636091649.5441338,153497409.97904968,41222312166.14567,698648657.2060591,345854840.5043034,352793816.7017517,5281095785.470119,361858258.44037986,317926243.5390557,43932014.90132427,2252353223.231247,1635702496.9095411,616650726.3216991,455454311.6639736,894009351.8152021,791042410.7858459,409712702.0384736,2550218776.3034954
2072,7631271069.181117,405061841.3279404,339354416.7937489,65707424.534192085,22210683618.26236,791925947.9440411,643770323.663295,148155624.28075027,41569919377.590065,699608947.3498366,352001735.9054412,347607211.444397,5324075628.541666,364143657.9019615,321163814.8304152,42979843.071546555,2260740394.5237794,1656290291.1929004,604450103.3308859,458629802.2281934,896655285.2627277,792129695.8218259,412300337.29841655,2559715120.6111636
2073,7696244078.716981,407824765.69276106,342851756.1568963,64973009.53586388,22353602205.305813,794159752.775259,651241165.7317992,142918587.04345322,41912281637.11952,700533568.1453663,358171308.6159144,342362259.5294571,5366103312.015532,366369542.86930925,324341859.39544296,42027683.47386551,2268887629.4826956,1676606089.9000528,592281539.5826397,461758113.3296661,899184502.6893784,793176594.3674891,414820587.4878954,2568939797.874429
2074,7760469221.65452,410545836.28884614,346320693.35130703,64225142.9375391,22491393403.563175,796294326.9320656,658503128.674709,137791198.25736237,42249347568.477394,701426409.0066578,364360477.64877623,337065931.357872,5407180217.945377,368536617.2251043,327459711.29525834,41076905.92984581,2276803189.452674,1696644010.9700506,580159178.4826193,464839035.65313196,901601366.5444584,794187510.1977557,417274249.5755257,2577902161.970872
2075,7823933948.880104,413224908.170175,349760180.944591,63464727.22558403,22624171048.40527,798333459.1518706,665555814.3097774,132777644.84209442,42581072644.8101,702291176.0744216,370566099.7417264,331725076.33270264,5447309034.301928,370645634.11489457,330516817.7583438,40128816.35655022,2284495177.5113616,1716398912.7544384,568096264.7569313,467872405.0839844,903910166.6121724,795166639.5770173,419662176.3076252,2586611387.5807996
